Compound,Date,Negative,Neutral,News Station,Positive,Tweet_text
0.3818,Wed Dec 20 23:00:04 +0000 2017,0.0,0.843,@CBS,0.157,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh
0.743,Wed Dec 20 21:08:10 +0000 2017,0.0,0.751,@CBS,0.249,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ"
0.7222,Wed Dec 20 20:10:15 +0000 2017,0.0,0.719,@CBS,0.281,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW
0.0,Wed Dec 20 19:31:47 +0000 2017,0.0,1.0,@CBS,0.0,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty
0.5423,Wed Dec 20 15:30:01 +0000 2017,0.0,0.857,@CBS,0.143,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p
0.1139,Wed Dec 20 01:01:19 +0000 2017,0.0,0.941,@CBS,0.059,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…
0.7644,Wed Dec 20 00:14:34 +0000 2017,0.0,0.708,@CBS,0.292,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez"
0.0,Tue Dec 19 21:12:50 +0000 2017,0.0,1.0,@CBS,0.0,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg
0.3818,Tue Dec 19 21:00:03 +0000 2017,0.0,0.852,@CBS,0.148,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH"
0.5719,Tue Dec 19 15:30:04 +0000 2017,0.0,0.791,@CBS,0.209,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H"
0.0,Tue Dec 19 14:42:58 +0000 2017,0.0,1.0,@CBS,0.0,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1"
0.6808,Tue Dec 19 00:39:07 +0000 2017,0.0,0.714,@CBS,0.286,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8"
0.875,Mon Dec 18 22:53:34 +0000 2017,0.0,0.643,@CBS,0.357,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96
0.8957,Mon Dec 18 21:32:25 +0000 2017,0.0,0.505,@CBS,0.495,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7"
0.7569,Mon Dec 18 18:40:55 +0000 2017,0.0,0.712,@CBS,0.288,"Mark your calendars! @NCISLA star @LLCoolJ will host MVP: Most Valuable Performer, a new interactive talent show to… https://t.co/s2LilAv50X"
0.0,Mon Dec 18 00:42:56 +0000 2017,0.0,1.0,@CBS,0.0,"Approximate start times for #CBS tonight (East &amp; Midwest):
#60Minutes 7:38p/6:38c
#WisdomoftheCrowd 8:38p/7:38c… https://t.co/tFKrUBcv8B"
0.5093,Mon Dec 18 00:00:40 +0000 2017,0.0,0.859,@CBS,0.141,"RT @kencen: Look back on favorite #KCHonors tributes before the Dec. 26 @CBS broadcast! From 2002: @aliciakeys sings ""Bridge Over Troubled…"
0.8527,Sun Dec 17 17:48:58 +0000 2017,0.044,0.576,@CBS,0.38,"This Friday, you won't want to miss this priceless treasure when the I Love Lucy Christmas Special airs at 8/7c on… https://t.co/oyC9YDno00"
0.7798,Sun Dec 17 15:39:38 +0000 2017,0.0,0.725,@CBS,0.275,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 week FREE (not available on mobile phones… https://t.co/cNMa11dmza
0.25,Sat Dec 16 18:29:05 +0000 2017,0.0,0.875,@CBS,0.125,RT @HawaiiFive0CBS: Was it all a dream? Catch up on the #H50 Fall Finale: https://t.co/PDeOIaDGqu https://t.co/msEijhSSJH
0.1867,Sat Dec 16 12:00:07 +0000 2017,0.0,0.92,@CBS,0.08,"In less than a week, Lucy and Ricky will return to your screens... in full color! Don't miss two back-to-back episo… https://t.co/rtmvB5Cj1D"
0.5423,Fri Dec 15 20:23:58 +0000 2017,0.0,0.857,@CBS,0.143,Do you know all the nominees for Record Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/lXDIu1STfq
0.6114,Fri Dec 15 14:43:08 +0000 2017,0.0,0.8,@CBS,0.2,'Elton John: I'm Still Standing - A GRAMMY® Salute' will celebrate Elton John's legendary career and timeless hits!… https://t.co/6M38jQQpTA
0.5106,Thu Dec 14 19:13:25 +0000 2017,0.0,0.798,@CBS,0.202,"Get to know 2017 Kennedy Center honorees @LLCoolJ, Carmen de Lavallade (@CarmenDances), @GloriaEstefan,… https://t.co/RGe3zqmY08"
0.0,Wed Dec 13 23:20:01 +0000 2017,0.0,1.0,@CBS,0.0,"So close, yet so far away. Which #Survivor Castaways Will Earn Their Spot In The Final Five? More:… https://t.co/efeBVa4p26"
0.5093,Wed Dec 13 18:56:58 +0000 2017,0.0,0.798,@CBS,0.202,RT @BandB_CBS: Take a walk down #BoldandBeautiful memory lane! RT your favorite #Steam moment. https://t.co/kxeD2br8Tc
0.0,Tue Dec 12 20:34:16 +0000 2017,0.0,1.0,@CBS,0.0,"RT @thegoodfight: Court is back in session. Season 2 of #TheGoodFight premieres March 4, exclusively on CBS All Access: https://t.co/Niu5a8…"
0.5562,Tue Dec 12 19:04:59 +0000 2017,0.0,0.854,@CBS,0.146,Only two weeks until The 40th Annual Kennedy Center Honors air on December 26! Look back on four decades of inspiri… https://t.co/z4J8sfs55V
0.555,Tue Dec 12 17:13:52 +0000 2017,0.0,0.826,@CBS,0.174,"Mark your calendars! The 53rd Academy Of Country Music Awards will air Sunday, April 15 on CBS!… https://t.co/yYPc5rCiMW"
0.8832,Mon Dec 11 21:29:33 +0000 2017,0.0,0.636,@CBS,0.364,The search is on to find the pro football player with the best off-the-field talent! Vote for your favorite perform… https://t.co/musmVXrRJz
0.4939,Mon Dec 11 19:05:21 +0000 2017,0.086,0.703,@CBS,0.211,RT @MadamSecretary: No D.C. holiday party is complete without some political persuasion and a covert sting to bust a corrupt senator. 🎄⭐️ S…
-0.2263,Mon Dec 11 00:26:50 +0000 2017,0.083,0.917,@CBS,0.0,"Due to NFL overrun, CBS is delayed 8 mins in the following ET &amp; CT markets: Hunstville, AL, Bowling Green, KY, MS,… https://t.co/gbwhgooEQd"
0.34,Wed Jan 10 03:17:44 +0000 2018,0.0,0.893,@FoxNews,0.107,".@IngrahamAngle: ""If [@POTUS] can get these entrenched elites in DC to secure this border, and focus on the needs o… https://t.co/oIUgKbA0iK"
-0.4767,Wed Jan 10 03:09:49 +0000 2018,0.22,0.78,@FoxNews,0.0,"'Topless' woman, boyfriend arrested for alleged attempted robbery of Uber driver https://t.co/SjimeJmOCD"
0.0,Wed Jan 10 03:05:26 +0000 2018,0.0,1.0,@FoxNews,0.0,".@LaraLeaTrump: ""It's going to be a lot harder, I think, to run against [@POTUS] in 2020 than anybody is suggesting… https://t.co/oq5a2RhNmj"
-0.0665,Wed Jan 10 02:50:49 +0000 2018,0.117,0.779,@FoxNews,0.104,".@KellyannePolls on immigration reform: ""This is a president who is talking about national interests, not special i… https://t.co/vWjh3e3tnp"
0.2023,Wed Jan 10 02:45:37 +0000 2018,0.0,0.859,@FoxNews,0.141,.@RepMcCaul: #Trump 'On Top of His Game' at @WhiteHouse Meeting  #TheStory  https://t.co/qISzgnZT24
0.0,Wed Jan 10 02:40:47 +0000 2018,0.0,1.0,@FoxNews,0.0,"#Trump lawyer files defamation suits against @BuzzFeed, Fusion GPS over Russia dossier https://t.co/JFARfR6uLV"
0.5574,Wed Jan 10 02:37:13 +0000 2018,0.0,0.765,@FoxNews,0.235,".@KellyannePolls ""We have spent billions of dollars over decades helping other countries secure their own borders..… https://t.co/rIwGN1K0tH"
0.4019,Wed Jan 10 02:28:50 +0000 2018,0.0,0.856,@FoxNews,0.144,".@seanhannity on immigration negotiations: ""The Democratic Party and their opposition to what President #Trump is a… https://t.co/vLTGeWbgJv"
-0.34,Wed Jan 10 02:14:30 +0000 2018,0.179,0.821,@FoxNews,0.0,US OKs selling Japan missiles to shoot down North Korean missiles https://t.co/pNWvLPk4P7
0.0,Wed Jan 10 02:05:00 +0000 2018,0.0,1.0,@FoxNews,0.0,"North Carolina man sold puppy for meth, police say https://t.co/qgCVdasg8H"
-0.7497,Wed Jan 10 01:55:34 +0000 2018,0.477,0.523,@FoxNews,0.0,YouTube on @LoganPaul video: 'Suicide is not a joke' https://t.co/qPx9bG6oQ2
-0.1531,Wed Jan 10 01:51:48 +0000 2018,0.239,0.563,@FoxNews,0.197,WWE star rescued after being trapped in airplane bathroom https://t.co/Wk5iLCo1Vk
0.0,Wed Jan 10 01:48:08 +0000 2018,0.0,1.0,@FoxNews,0.0,".@RepSwalwell: ""All of the arrows continue to point to a personal, political, and financial relationship that Donal… https://t.co/RGa4DXIfly"
-0.296,Wed Jan 10 01:37:50 +0000 2018,0.196,0.804,@FoxNews,0.0,"No oil drilling off Florida coast, #Trump administration says https://t.co/4WMS77S2S2"
-0.7506,Wed Jan 10 01:32:40 +0000 2018,0.37,0.509,@FoxNews,0.12,"Doctor ordered radio host wife's killing to protect illegal drug ring, prosecutors say https://t.co/oesGSGdUXF"
0.0,Wed Jan 10 01:26:46 +0000 2018,0.0,1.0,@FoxNews,0.0,#Grammys 2018 performers and presenters https://t.co/WoXsDgx8uN
0.6249,Wed Jan 10 01:18:49 +0000 2018,0.0,0.785,@FoxNews,0.215,".@RodneyDavis on @POTUS' bipartisan immigration meeting: ""I thought the president showed great leadership on a very… https://t.co/Nsit2wT15q"
-0.0516,Wed Jan 10 01:13:55 +0000 2018,0.134,0.743,@FoxNews,0.124,".@Jorgeramosnews on @POTUS' bipartisan immigration meeting: ""We have an immigration problem, I think we all agree w… https://t.co/3JKvd9Pgf1"
-0.4939,Wed Jan 10 01:08:50 +0000 2018,0.138,0.862,@FoxNews,0.0,"Substitute teacher, 40, who had sex with teen boy student while her husband and children were upstairs is jailed ag… https://t.co/CzkiWufm7W"
0.3034,Wed Jan 10 01:05:06 +0000 2018,0.0,0.89,@FoxNews,0.11,EXCLUSIVE: @VP #MikePence speaks to @marthamaccallum on #TheStory. Tune in to Fox News Channel Wednesday at 7p ET. https://t.co/S1KKMN8xGi
0.0,Wed Jan 10 01:00:42 +0000 2018,0.0,1.0,@FoxNews,0.0,"During the White House briefing this afternoon, @PressSec said participants in a bipartisan immigration meeting rea… https://t.co/DnBlMe9qYZ"
0.2023,Wed Jan 10 00:57:12 +0000 2018,0.218,0.575,@FoxNews,0.207,California zoning law banning gun shops is challenged in Supreme Court filing https://t.co/xNKEgoQrJG
-0.6597,Wed Jan 10 00:47:05 +0000 2018,0.253,0.747,@FoxNews,0.0,North Korea's rare face-to-face held in 'truce village' where Americans once were murdered https://t.co/8l69RnlK9e
0.4939,Wed Jan 10 00:43:54 +0000 2018,0.0,0.811,@FoxNews,0.189,".@gen_jackkeane on North Korea talks: ""We all want something good to come out of it and I think the administration… https://t.co/LXdQZSUkXy"
0.0,Wed Jan 10 00:24:57 +0000 2018,0.0,1.0,@FoxNews,0.0,".@marcthiessen on televised immigration negotiations: ""#DonaldTrump was in command. He was informed. He was moving… https://t.co/DSqjiKXc3v"
-0.6486,Wed Jan 10 00:20:07 +0000 2018,0.235,0.765,@FoxNews,0.0,"JUST IN: At least 13 dead in California mudslides, Santa Barbara County Sheriff confirms https://t.co/qav6ONUJA3"
0.3612,Wed Jan 10 00:15:16 +0000 2018,0.0,0.884,@FoxNews,0.116,".@RepMcCaul  on immigration negotiations: ""Like the president said, he's going to lock the doors and make us work o… https://t.co/ndrM4zF46Y"
-0.765,Tue Jan 09 23:56:19 +0000 2018,0.337,0.663,@FoxNews,0.0,Arkansas man accused of killing wife after she changed channel from football game https://t.co/itIOy8nlgk https://t.co/MD2LWGFk5q
0.6705,Tue Jan 09 23:54:09 +0000 2018,0.0,0.718,@FoxNews,0.282,".@KatiePavlich on @POTUS' bipartisan immigrant meeting: ""It definitely gave the @WhiteHouse an opportunity to take… https://t.co/EnCqxeSsno"
0.6486,Tue Jan 09 23:51:50 +0000 2018,0.0,0.725,@FoxNews,0.275,.@TheJuanWilliams shares the heartwarming story of a Dallas school that asked for volunteers to attend a father-son… https://t.co/4Ft43DvX5c
-0.4939,Tue Jan 09 23:49:11 +0000 2018,0.167,0.833,@FoxNews,0.0,".@Jonathanvswan on @POTUS' bipartisan immigrant meeting: ""The Republican leaders are still paralyzed with fear of a… https://t.co/NynvnJOzRx"
0.34,Tue Jan 09 23:46:12 +0000 2018,0.0,0.844,@FoxNews,0.156,".@JpaceDC: ""To Democrats and Republicans, border security can mean very different things."" https://t.co/F3THn7iBDA… https://t.co/M8WeTlXjk4"
0.4466,Tue Jan 09 23:41:04 +0000 2018,0.0,0.773,@FoxNews,0.227,.@SpaceX says rocket performance OK in secret satellite launch https://t.co/HPVUNs51Ak https://t.co/am53pG04mx
-0.8555,Tue Jan 09 23:35:41 +0000 2018,0.573,0.427,@FoxNews,0.0,Musicians outraged after airline severely damages 17th century instrument https://t.co/mWYG8VPHg2
-0.5267,Tue Jan 09 23:29:03 +0000 2018,0.221,0.779,@FoxNews,0.0,Chinatown market slapped with health violations after worker caught standing on fish https://t.co/oV92eCbmOV
0.0,Tue Jan 09 23:24:03 +0000 2018,0.0,1.0,@FoxNews,0.0,"US Chamber of Commerce President and CEO Thomas Donohue on tax reform: ""This is not the government's money. This is… https://t.co/yuPS1M3vpA"
0.0,Tue Jan 09 23:14:40 +0000 2018,0.0,1.0,@FoxNews,0.0,"President #Trump brings up the possibility of reinstating earmarks, @MikeEmanuelFox reports https://t.co/z3gl3BDtTp"
0.0,Tue Jan 09 23:14:25 +0000 2018,0.0,1.0,@FoxNews,0.0,.@kimguilfoyle highlights #LawEnforcementAppreciationDay  #TheFive https://t.co/TkmovAgxdr
0.5106,Tue Jan 09 23:10:07 +0000 2018,0.0,0.784,@FoxNews,0.216,'F--- the police': Chelsea Manning slams cops on Law Enforcement Appreciation Day https://t.co/bJPT7OkDWh
0.3178,Tue Jan 09 23:04:57 +0000 2018,0.125,0.645,@FoxNews,0.23,".@JesseBWatters: ""I think @TheDemocrats are squirrelly...I don't trust that they're going to commit to merit [based… https://t.co/Qbp0uqSRoU"
0.0,Tue Jan 09 23:02:38 +0000 2018,0.0,1.0,@FoxNews,0.0,"WINTER WONDERLAND: The Ice Castles in Stillwater, Minnesota, have opened their doors to the public for the second y… https://t.co/qUYq220qkT"
0.0,Tue Jan 09 22:49:52 +0000 2018,0.0,1.0,@FoxNews,0.0,".@TheJuanWilliams on speculation of @Oprah presidential run: ""She has name recognition. She has money - I mean, she… https://t.co/eAXY8eNibU"
0.0,Tue Jan 09 22:42:57 +0000 2018,0.0,1.0,@FoxNews,0.0,.@AlanDersh: Don't diagnose #Trump - respond to him https://t.co/AwZlVE8a6k
0.0,Tue Jan 09 22:34:05 +0000 2018,0.0,1.0,@FoxNews,0.0,".@AlvedaCKing: @Kaepernick7 Has 'The Method, But Not the Message'  #Cavuto https://t.co/EKaG9eHwWE"
-0.743,Tue Jan 09 22:28:40 +0000 2018,0.441,0.559,@FoxNews,0.0,.@StateDept probing possibility of viral attack in Cuba illnesses https://t.co/URVWxFOAG4
0.0,Tue Jan 09 21:59:39 +0000 2018,0.0,1.0,@FoxNews,0.0,".@Cvpayne on earmarks: ""Do your job. You don't need these kinds of gimmicks."" #Cavuto https://t.co/DXFViYDECF"
-0.7003,Tue Jan 09 21:57:21 +0000 2018,0.309,0.691,@FoxNews,0.0,Stolen flintlock rifle that was used at Battle of New Orleans returned to museum https://t.co/aCSjhDamXr
-0.3306,Tue Jan 09 21:52:21 +0000 2018,0.195,0.674,@FoxNews,0.13,".@Davidburstein: ""Earmarks have really gotten a very bad rap...but actually they help grease the wheels a lot.""… https://t.co/XJOddsE0F4"
0.2466,Tue Jan 09 21:47:41 +0000 2018,0.115,0.722,@FoxNews,0.163,".@Shelbyholliday on possibility of @POTUS bringing back earmarks: ""Congress has very low approval ratings...A lot o… https://t.co/543fKlDxcL"
0.0,Tue Jan 09 21:34:01 +0000 2018,0.0,1.0,@FoxNews,0.0,".@LarrySabato on possibility of @Oprah running for president in 2020: ""Politics is a hothouse, and most people wilt… https://t.co/DbKZC7NUO8"
0.7579,Tue Jan 09 21:28:48 +0000 2018,0.0,0.698,@FoxNews,0.302,".@RepKevinBrady: ""Already we're seeing millions of Americans who are seeing higher paychecks, new bonuses, better s… https://t.co/1x8OBdHs54"
-0.4767,Tue Jan 09 21:22:06 +0000 2018,0.341,0.659,@FoxNews,0.0,Messaging service Slack suffers major outage https://t.co/dy9Und3jdu
0.2382,Tue Jan 09 21:20:29 +0000 2018,0.0,0.902,@FoxNews,0.098,".@Theonlyhonest on @POTUS' bipartisan immigration meeting: ""It was good not just for the @POTUS, but I think the Am… https://t.co/rcCpxO4WXq"
0.0,Tue Jan 09 21:15:43 +0000 2018,0.0,1.0,@FoxNews,0.0,BREAKING: Steve Bannon steps down as executive chairman of Breitbart News https://t.co/M0XvBkPoeF
0.0,Tue Jan 09 21:14:26 +0000 2018,0.0,1.0,@FoxNews,0.0,".@JoeConchaTV on @POTUS' bipartisan meeting on immigration: ""This was a street-smart move by the president."" #Cavuto https://t.co/24kl6gpTum"
0.0,Tue Jan 09 21:11:33 +0000 2018,0.0,1.0,@FoxNews,0.0,"RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average, S&amp;P 500, and Nasdaq all close the day at new record highs. This is the 75…"
-0.6705,Tue Jan 09 21:07:22 +0000 2018,0.333,0.667,@FoxNews,0.0,"Southern California mudslides, flooding leave at least 6 dead in Montecito, highways closed https://t.co/lBX3WLPcqL"
0.0,Tue Jan 09 21:01:03 +0000 2018,0.0,1.0,@FoxNews,0.0,Former Maricopa Country Sheriff Joe Arpaio announces bid for U.S. Senate seat in Arizona https://t.co/vdpeQ5ZyOR https://t.co/CNbvD9m6Fx
0.0,Tue Jan 09 20:51:57 +0000 2018,0.0,1.0,@FoxNews,0.0,"SPOTTED: A bunch of bats invaded a Walmart in Alvin, Texas. https://t.co/ODgAOt30kS"
-0.4215,Tue Jan 09 20:50:22 +0000 2018,0.149,0.851,@FoxNews,0.0,"Thousands of flying foxes are 'boiled alive,' freaking people out as they fall from the sky https://t.co/iAwrzFqX7n"
0.0,Tue Jan 09 20:49:30 +0000 2018,0.0,1.0,@FoxNews,0.0,".@Judgenap: ""A voluntary meeting between @POTUS and his lawyers and Bob Mueller and his FBI agents...would be catas… https://t.co/UlqSEyivoy"
0.6705,Tue Jan 09 20:37:10 +0000 2018,0.0,0.723,@FoxNews,0.277,".@POTUS: ""The safety and security of the people of this country are the @POTUS' number one responsibility, and his… https://t.co/Q502cSlBVw"
0.34,Tue Jan 09 20:34:22 +0000 2018,0.0,0.789,@FoxNews,0.211,".@PressSec: ""@POTUS wants border security, just to be clear."" https://t.co/LcB6P8kRfh"
0.5849,Tue Jan 09 20:32:07 +0000 2018,0.0,0.78,@FoxNews,0.22,".@PressSec: ""[Drug trafficking] is certainly a factor. It's one of the reasons @POTUS is very committed to border s… https://t.co/6yleOHSmxU"
0.34,Tue Jan 09 20:29:10 +0000 2018,0.0,0.876,@FoxNews,0.124,".@PressSec on border security: ""[@POTUS] says...'Let's work together. Let's figure this out. I'm leading on this ef… https://t.co/Gi8rJ3yFJ3"
0.4215,Tue Jan 09 20:21:57 +0000 2018,0.0,0.865,@FoxNews,0.135,".@PressSec on upcoming Winter Olympics: ""The North Korean participation is an opportunity for the regime to see the… https://t.co/EGaCSVW8pI"
0.9001,Tue Jan 09 20:17:24 +0000 2018,0.0,0.5,@FoxNews,0.5,".@PressSec: ""@POTUS is still 100 percent focused and committed to promoting policies that promote strength for Amer… https://t.co/jwyllO1tkO"
0.0,Tue Jan 09 20:14:26 +0000 2018,0.0,1.0,@FoxNews,0.0,".@PressSec on #Trump's suggestion to use earmarks: ""We've gotten to a place where Democrats and Republicans are fig… https://t.co/Gaf2uclXgc"
0.34,Tue Jan 09 20:09:00 +0000 2018,0.0,0.833,@FoxNews,0.167,".@PressSec: ""We certainly believe that the wall is part of border security."" https://t.co/3MUsPkMiLY"
0.0,Tue Jan 09 20:07:47 +0000 2018,0.0,1.0,@FoxNews,0.0,".@PressSec on bipartisan immigration meeting: ""@POTUS is setting himself up to achieve what everybody in that room… https://t.co/mW7o1OOzom"
0.624,Tue Jan 09 20:03:29 +0000 2018,0.0,0.796,@FoxNews,0.204,".@PressSec: ""The President just concluded what we felt was a very successful and productive bipartisan and bicamera… https://t.co/rSXnNA2JMS"
0.0,Tue Jan 09 19:51:32 +0000 2018,0.0,1.0,@FoxNews,0.0,"AEI Director of Domestic Policy Studies @streeterryan: ""Welfare reform should really be about getting people attach… https://t.co/JcmiEdNS3N"
0.0,Tue Jan 09 19:44:16 +0000 2018,0.0,1.0,@FoxNews,0.0,Transcript of Fusion GPS founder's Senate Judiciary Committee testimony just released https://t.co/6hpAKgYBOt https://t.co/x9W0U3KHgz
0.0,Tue Jan 09 19:39:53 +0000 2018,0.0,1.0,@FoxNews,0.0,Louisiana teacher removed from school board meeting in handcuffs https://t.co/cJsGSoaxXu
0.128,Tue Jan 09 19:36:22 +0000 2018,0.0,0.923,@FoxNews,0.077,".@Mschlapp on @POTUS' bipartisan meeting: ""I have a feeling that this is going to spur other Democrats...to say, 'H… https://t.co/0ULUO34Pea"
-0.6705,Tue Jan 09 19:35:45 +0000 2018,0.243,0.757,@FoxNews,0.0,"JUST IN: 'Somebody's already been killed' because of Trump dossier, Fusion GPS rep revealed https://t.co/xaZHGIxnZI"
0.0,Tue Jan 09 19:29:47 +0000 2018,0.0,1.0,@FoxNews,0.0,AWAITING: White House briefing https://t.co/xWZMiv4cE0
0.0,Tue Jan 09 19:26:56 +0000 2018,0.0,1.0,@FoxNews,0.0,Uproar over Salvadoran decision could give #Trump bargaining chip in immigration talks https://t.co/uSNekhWMSY
-0.25,Tue Jan 09 19:22:10 +0000 2018,0.255,0.543,@FoxNews,0.201,Clinton rape accuser Juanita Broaddrick slams Oprah Winfrey's celebrated #GoldenGlobes speech https://t.co/vl26vlb47k
0.6369,Tue Jan 09 19:11:21 +0000 2018,0.0,0.704,@FoxNews,0.296,"Meet North Korea's best - and for now, only – winter Olympians https://t.co/GmSuYmGHbK"
-0.34,Tue Jan 09 19:10:00 +0000 2018,0.138,0.862,@FoxNews,0.0,"Apple under fire in France for 'planned obsolescence,' could face big fines https://t.co/v0gH3l7qEX #FNTech (via @christocarbone)"
0.0,Tue Jan 09 19:06:23 +0000 2018,0.0,1.0,@FoxNews,0.0,"Millie Wall is turning 100 later this year, and she got an early birthday present from the Minnesota @Vikings. Watc… https://t.co/NyC3YDIw8s"
0.5719,Tue Jan 09 18:59:50 +0000 2018,0.0,0.68,@FoxNews,0.32,".@RepMcSally: ""We've got to make sure that we secure our border."" https://t.co/81v8PV2paW"
0.0,Tue Jan 09 18:55:31 +0000 2018,0.0,1.0,@FoxNews,0.0,".@RepMcSally on @POTUS's bipartisan immigration meeting: ""It was a very constructive meeting."" https://t.co/KZgCemIeTu"
0.3612,Tue Jan 09 18:41:29 +0000 2018,0.0,0.839,@FoxNews,0.161,".@POTUS on the wall: ""I like to build under budget, ahead of schedule."" https://t.co/Dqg1tUyyBG"
0.2732,Tue Jan 09 18:39:56 +0000 2018,0.0,0.913,@FoxNews,0.087,".@POTUS: ""We need a certain portion of that border to have the wall. If you don't have it, you can never have secur… https://t.co/2RAwr82cOK"
0.6249,Tue Jan 09 18:36:15 +0000 2018,0.0,0.814,@FoxNews,0.186,".@POTUS on immigration: ""Everybody wants a solution... I think we have a great group of people to sit down and get… https://t.co/GiJTqgyfes"
-0.1027,Tue Jan 09 18:36:11 +0000 2018,0.103,0.822,@FoxNews,0.075,"Dems change tune on border wall, after backing barrier under Obama - via @brookefoxnews
https://t.co/EHMKKUaT2m"
-0.296,Tue Jan 09 18:23:12 +0000 2018,0.128,0.872,@FoxNews,0.0,".@POTUS on DACA: ""There should be no reason not for us to get this done."" https://t.co/DFJTIBAcvY"
0.5709,Tue Jan 09 18:19:32 +0000 2018,0.0,0.802,@FoxNews,0.198,".@POTUS: ""We have a country that's doing very well in many respects. We're just hitting a new high on the stock mar… https://t.co/XbHIvzTUPe"
0.0,Tue Jan 09 18:14:22 +0000 2018,0.0,1.0,@FoxNews,0.0,".@POTUS: ""Maybe all of you should start thinking about going back to a form of earmarks."" https://t.co/9ItDBdIKal"
0.0,Tue Jan 09 18:12:11 +0000 2018,0.0,1.0,@FoxNews,0.0,".@POTUS: ""We have to take politics out of the military."" https://t.co/slUkMpdysx"
0.0,Tue Jan 09 18:10:20 +0000 2018,0.0,1.0,@FoxNews,0.0,".@POTUS: ""We need our military desperately... We're rebuilding and we're building it up quickly."" https://t.co/yEFta5iRUU"
0.0258,Tue Jan 09 18:10:00 +0000 2018,0.0,0.936,@FoxNews,0.064,Travel industry to launch coalition to lobby Trump as international visits to US decline https://t.co/62OfpbNpzC (v… https://t.co/4vkbUv6R0J
0.6249,Tue Jan 09 18:04:52 +0000 2018,0.0,0.823,@FoxNews,0.177,".@POTUS: ""I think we should have merit-based immigration... so we have people coming in who have a great track reco… https://t.co/a5mumv19on"
0.0936,Tue Jan 09 18:00:44 +0000 2018,0.091,0.802,@FoxNews,0.107,".@WhipHoyer: ""Democrats are for security at the border... There is not a Democrat that is not for having secure bor… https://t.co/joaML2hjUn"
0.0,Tue Jan 09 17:57:16 +0000 2018,0.0,1.0,@FoxNews,0.0,".@SenatorDurbin on DACA: ""Lives are hanging in the balance of our getting the job done."" https://t.co/qZPHIN0Gwp"
-0.6705,Tue Jan 09 17:57:00 +0000 2018,0.333,0.667,@FoxNews,0.0,"Southern California mudslides, flooding leave at least 5 dead, highways closed (via @travfed)… https://t.co/eddJMzojGR"
0.3612,Tue Jan 09 17:46:49 +0000 2018,0.0,0.848,@FoxNews,0.152,".@POTUS: ""I like Oprah, I don't think she's going to run... I know her very well."" https://t.co/qdWRWQdEcO"
-0.5302,Tue Jan 09 17:25:26 +0000 2018,0.181,0.819,@FoxNews,0.0,".@kilmeade on North Korea: ""You can't just let people compete in the Olympics because you don't want them to bomb y… https://t.co/QeOuqtZLOg"
-0.3465,Wed Jan 10 03:17:04 +0000 2018,0.099,0.901,@nytimes,0.0,"RT @jwpetersNYT: NEW details on Bannon's final days. He seemed in denial, was dismissive of the Mercers and didn't actually OK his non-apol…"
0.0,Wed Jan 10 03:02:07 +0000 2018,0.0,1.0,@nytimes,0.0,"Power may be back for more than 90% of customers on the U.S. Virgin Islands, officials say, but the recovery will b… https://t.co/zKLdf1BJpP"
0.4019,Wed Jan 10 02:47:02 +0000 2018,0.0,0.87,@nytimes,0.13,Coal baron Robert Murray gave Donald Trump a wish list for the coal industry. The Trump administration has treated… https://t.co/awdYa8jCoM
-0.6808,Wed Jan 10 02:32:08 +0000 2018,0.25,0.672,@nytimes,0.078,"When a woman was raped in a Brooklyn park in 1994, a columnist called it a hoax. But new DNA testing has solved the… https://t.co/xRAISHWZVF"
